precip,growth
2.176091848202383,25.3508821596636
2.280644476575286,17.534213328706937
1.7035812818746148,28.59044613945985
1.0617128458920555,21.454899350847814
1.7187132137047463,14.99377537828796
0.8391792676400085,3.1450761620164904
1.7781305794218005,15.898937453400455
1.7373731534121906,31.811900819652276
1.3297234106587041,15.338357305149067
1.7092233030563546,30.359180928289277
2.231443046419136,25.06149593826946
1.207109742094991,15.765764825761963
1.1777736382039934,27.69370259847159
1.8939478750180152,21.54980284042208
2.1161699011041177,17.848259838028746
1.5287254016208276,16.14287646115563
0.8009265785308324,24.15581883266821
1.8395362278357332,32.350569559896485
1.3001584220871598,10.51050104635436
0.7686901933883866,5.331198123630619
0.8772893780656031,22.394353899318908
1.5537203585012518,22.517024588169978
1.4127433380809296,21.00011828382522
1.119550819554027,8.565537311338078
1.8227435880092928,18.76332854938931
2.3190845747773468,25.622355805186068
0.9869092775879192,16.009381399974185
2.007303212031921,21.018368856678897
1.227181500683833,20.991255609240515
1.368493122482937,21.741087907374396
0.7794948497430492,22.493094946987146
2.0582690244146726,10.558750603179796
1.4526386859570752,26.06914456102288
1.914954936974656,27.807220133753574
1.567935139671244,26.49642628839104
1.7233703504750983,16.117998180964822
1.8728732844138443,19.0432631037664
0.3007436670768793,13.813721541140975
1.1230768137608385,26.934893553344597
1.7379757929502146,34.956200997559854
0.8602132199634042,23.915918573644092
1.560845916269298,10.281996829748193
0.5376839503765692,22.33303753255759
1.3778598837525886,33.53351463095549
0.6871267204630402,7.4030854564658775
2.0164620208727824,10.02498736622244
1.1714535110461428,26.374134386819588
2.068255072213859,20.34294548444557
1.7634170174886943,10.49313180721573
1.8994208997746456,11.461337415663234
